Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,AM-PVP L- Carbon disulfide-Cyclohexane-1,2dichlorobenzene-Xylene,,,,,,
Reactor1,14.9 mg/ml PVP L in  Carbon disulfide,,,,,,,
Reactor2,14.9 mg/ml PVP L in Cyclohexane,,,,,,,
Reactor3,15.1 mg/ml PVP L in 1,2dichlorobenzene,,,,,,
Reactor4,15.1 mg/ml PVP L in Xylene,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,MW 14K,,,,,,,
polymer_ids,PVP L:32,,,,,,,
solvent_ids,Carbon disulfide:30,Cyclohexane:32,"1,2dichlorobenzene:39",Xylene:38,,,,
Start of Experiment,11/17/23 13:12,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,D,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,17, sec,,,,
Tune,,,,,,,,
Stir (Bottom) at,900, rpm,,,,,,
11/17/23 14:28,1:15:37,56.5,56.5,100,50,100,30,0
11/17/23 14:28,1:15:38,56.5,56.5,100,50,100,29,0
11/17/23 14:28,1:15:39,56.6,56.5,100,50,100,29,0
11/17/23 14:28,1:15:40,56.6,56.5,100,50,100,28,0
11/17/23 14:28,1:15:41,56.6,56.5,100,50,100,27,0
11/17/23 14:28,1:15:42,56.6,56.5,100,50,100,29,0
11/17/23 14:28,1:15:44,56.6,56.5,100,50,100,29,0
11/17/23 14:28,1:15:45,56.6,56.5,100,50,100,28,0
11/17/23 14:28,1:15:46,56.6,56.6,100,50,100,30,0
11/17/23 14:28,1:15:47,56.6,56.6,100,50,100,30,0
11/17/23 14:28,1:15:48,56.6,56.6,100,50,100,29,0
11/17/23 14:28,1:15:49,56.6,56.6,100,50,100,30,0
11/17/23 14:28,1:15:50,56.6,56.6,100,50,100,27,0
11/17/23 14:28,1:15:51,56.7,56.6,100,50,100,27,0
11/17/23 14:28,1:15:52,56.7,56.6,100,50,100,27,0
11/17/23 14:28,1:15:53,56.7,56.6,100,50,100,28,0
11/17/23 14:28,1:15:54,56.7,56.6,100,50,100,29,0
11/17/23 14:28,1:15:55,56.7,56.6,100,50,100,28,0
11/17/23 14:28,1:15:56,56.7,56.6,100,50,100,29,0
11/17/23 14:28,1:15:57,56.7,56.6,100,50,100,29,0
11/17/23 14:28,1:15:58,56.7,56.7,100,50,100,30,0
11/17/23 14:28,1:15:59,56.7,56.7,100,50,100,27,0
11/17/23 14:28,1:16:00,56.7,56.7,100,50,100,30,0
11/17/23 14:28,1:16:01,56.7,56.7,100,50,100,29,0
11/17/23 14:28,1:16:02,56.7,56.7,100,50,100,30,0
11/17/23 14:28,1:16:03,56.8,56.7,100,50,100,29,0
11/17/23 14:28,1:16:04,56.8,56.7,100,50,100,30,0
11/17/23 14:28,1:16:05,56.8,56.7,100,50,100,30,0
11/17/23 14:28,1:16:06,56.8,56.7,100,50,100,29,0
11/17/23 14:28,1:16:08,56.8,56.7,100,50,100,29,0
11/17/23 14:28,1:16:09,56.8,56.7,100,50,100,30,0
11/17/23 14:28,1:16:10,56.8,56.7,100,50,100,29,0
11/17/23 14:28,1:16:11,56.8,56.8,100,50,100,29,0
11/17/23 14:28,1:16:12,56.8,56.8,100,50,100,29,0
11/17/23 14:28,1:16:13,56.8,56.8,100,50,100,29,0
11/17/23 14:28,1:16:14,56.8,56.8,100,50,100,30,0
11/17/23 14:28,1:16:15,56.9,56.8,100,50,100,30,0
11/17/23 14:28,1:16:16,56.9,56.8,100,50,100,27,0
11/17/23 14:28,1:16:17,56.9,56.8,100,50,100,30,0
11/17/23 14:28,1:16:18,56.9,56.8,100,50,100,29,0
11/17/23 14:28,1:16:19,56.9,56.8,100,50,100,29,0
11/17/23 14:28,1:16:20,56.9,56.8,100,50,100,30,0
11/17/23 14:28,1:16:21,56.9,56.8,100,50,100,27,0
11/17/23 14:28,1:16:22,56.9,56.8,100,50,100,31,0
11/17/23 14:28,1:16:23,56.9,56.9,100,50,100,32,0
11/17/23 14:28,1:16:24,56.9,56.9,100,50,100,29,0
11/17/23 14:28,1:16:25,56.9,56.9,100,50,100,30,0
11/17/23 14:28,1:16:26,56.9,56.9,100,50,100,31,0
11/17/23 14:28,1:16:27,57,56.9,100,50,100,27,0
11/17/23 14:28,1:16:28,57,56.9,100,50,100,30,0
11/17/23 14:29,1:16:31,57,56.9,100,50,100,30,0
11/17/23 14:29,1:16:32,57,56.9,100,50,100,32,0
11/17/23 14:29,1:16:33,57,56.9,100,50,100,29,0
11/17/23 14:29,1:16:35,57,57,100,50,100,29,0
11/17/23 14:29,1:16:36,57,57,100,50,100,29,0
11/17/23 14:29,1:16:38,57,57,100,50,100,29,0
11/17/23 14:29,1:16:39,57,57,100,50,100,32,0
11/17/23 14:29,1:16:40,57.1,57,100,50,100,30,0
11/17/23 14:29,1:16:41,57.1,57,100,49,100,30,0
11/17/23 14:29,1:16:42,57.1,57,100,49,100,28,0
11/17/23 14:29,1:16:43,57.1,57,100,49,100,29,0
11/17/23 14:29,1:16:44,57.1,57,100,49,100,30,0
11/17/23 14:29,1:16:45,57.1,57,100,49,100,30,0
11/17/23 14:29,1:16:46,57.1,57.1,100,49,100,31,0
11/17/23 14:29,1:16:47,57.1,57.1,100,49,100,31,0
11/17/23 14:29,1:16:48,57.1,57.1,100,49,100,29,0
11/17/23 14:29,1:16:49,57.1,57.1,100,49,100,31,0
11/17/23 14:29,1:16:50,57.1,57.1,100,49,100,30,0
11/17/23 14:29,1:16:51,57.2,57.1,100,49,100,32,0
11/17/23 14:29,1:16:52,57.2,57.1,100,49,100,30,0
11/17/23 14:29,1:16:54,57.2,57.1,100,49,100,30,0
11/17/23 14:29,1:16:55,57.2,57.1,100,49,100,31,0
11/17/23 14:29,1:16:56,57.2,57.1,100,49,100,30,0
11/17/23 14:29,1:16:57,57.2,57.2,100,49,100,29,0
11/17/23 14:29,1:16:58,57.2,57.2,100,49,100,32,0
11/17/23 14:29,1:16:59,57.2,57.2,100,49,100,30,0
11/17/23 14:29,1:17:00,57.2,57.2,100,49,100,30,0
11/17/23 14:29,1:17:01,57.2,57.2,100,49,100,32,0
11/17/23 14:29,1:17:02,57.2,57.2,100,49,100,30,0
11/17/23 14:29,1:17:03,57.3,57.2,100,49,100,28,0
11/17/23 14:29,1:17:04,57.3,57.2,100,49,100,32,0
11/17/23 14:29,1:17:05,57.3,57.2,100,49,100,31,0
11/17/23 14:29,1:17:06,57.3,57.2,100,49,100,32,0
11/17/23 14:29,1:17:08,57.3,57.2,100,49,100,32,0
11/17/23 14:29,1:17:09,57.3,57.3,100,49,100,30,0
11/17/23 14:29,1:17:10,57.3,57.3,100,49,100,32,0
11/17/23 14:29,1:17:11,57.3,57.3,100,49,100,31,0
11/17/23 14:29,1:17:12,57.3,57.3,100,49,100,30,0
11/17/23 14:29,1:17:13,57.3,57.3,100,49,100,32,0
11/17/23 14:29,1:17:14,57.3,57.3,100,49,100,30,0
11/17/23 14:29,1:17:15,57.4,57.3,100,49,100,30,0
11/17/23 14:29,1:17:16,57.4,57.3,100,49,100,29,0
11/17/23 14:29,1:17:17,57.4,57.3,100,49,100,32,0
11/17/23 14:29,1:17:18,57.4,57.3,100,49,100,32,0
11/17/23 14:29,1:17:19,57.4,57.3,100,49,100,30,0
11/17/23 14:29,1:17:20,57.4,57.3,100,49,100,30,0
